date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2023-08-31 00:00:00,30,20.8,38,0,,,9,,1012.8,
2023-09-01 00:00:00,30.1,21.7,37,0,,,11.2,,1015,
2023-09-02 00:00:00,30,22.3,38,0,,,8.7,,1016.3,
2023-09-03 00:00:00,30.1,22,37,0.1,,,8.9,,1014.3,
2023-09-04 00:00:00,30.9,23.5,39,0,,,10.8,,1010.8,
2023-09-05 00:00:00,30.7,16.5,39,0,,,10.9,,1011.4,
2023-09-06 00:00:00,30.9,23.9,38,0,,,10.6,,1014,
2023-09-07 00:00:00,30.8,24.2,37,0,,,9.5,,1014.3,
2023-09-08 00:00:00,31.6,24.5,39,0,,,10.1,,1014.2,
2023-09-09 00:00:00,30.9,23.7,38,0,,,10.4,,1015.7,
2023-09-10 00:00:00,30.8,23.2,39,0,,,8.7,,1016.1,
2023-09-11 00:00:00,30.5,23.1,38,0,,,12.3,,1015.1,
2023-09-12 00:00:00,30,23.3,37,0,,,9.1,,1014.7,
2023-09-13 00:00:00,30.3,24.1,37,0,,,9.3,,1013.7,
2023-09-14 00:00:00,30.8,23.3,38,0,,,8.8,,1012.2,
2023-09-15 00:00:00,30.7,24.8,37,3.7,,,8.9,,1013.3,
2023-09-16 00:00:00,27.1,22,33,6.4,,,8.7,,1016,
2023-09-17 00:00:00,26,23,33,22.3,,,8.6,,1018,
2023-09-18 00:00:00,27.4,21.7,33,0,,,7.5,,1016.8,
2023-09-19 00:00:00,27.8,22.3,34,0,,,6.5,,1013.9,
2023-09-20 00:00:00,28.3,21.9,36,0,,,6.5,,1012.6,
2023-09-21 00:00:00,28.5,22.7,35,0,,,7.1,,1014.1,
2023-09-22 00:00:00,29.2,23,36,0,,,8.4,,1014,
2023-09-23 00:00:00,30,23,37,0,,,9.3,,1012.6,
2023-09-24 00:00:00,30.3,23.1,38,0,,,9.1,,1012,
2023-09-25 00:00:00,30,24.9,36,0,,,9,,1014.6,
2023-09-26 00:00:00,28.9,23.6,35,0,,,8.5,,1016.7,
2023-09-27 00:00:00,25.8,21,35,0.2,,,9.2,,1015.7,
2023-09-28 00:00:00,27.4,20,35,0,,,8.1,,1014.3,
2023-09-29 00:00:00,27.6,22,34,0,,,7,,1014.2,
2023-09-30 00:00:00,28.1,23,34,0,,,8.5,,1015.2,
2023-10-01 00:00:00,28,23.9,34,0.4,,,8.2,,1015.7,
2023-10-02 00:00:00,28.2,23.4,34,1.1,,,9.8,,1014.8,
2023-10-03 00:00:00,27.9,24,33,0,,,8.9,,1012.9,
2023-10-04 00:00:00,28.7,25,33,0,,,9.4,,1011.5,
2023-10-05 00:00:00,25.6,21,33,29.9,,,11,,1014.9,
2023-10-06 00:00:00,22.7,20,25,20.4,,,8.7,,1019.9,
2023-10-07 00:00:00,20.3,17,23,0,,,9.6,,1022.6,
2023-10-08 00:00:00,17.5,16.1,20,15.5,,,7.6,,1021.5,
2023-10-09 00:00:00,19.7,17,22,4.5,,,7.1,,1014.8,
2023-10-10 00:00:00,19.8,19,23.4,26.4,,,9,,1010.8,
2023-10-11 00:00:00,21.9,18.8,26,9.9,,,8.7,,1006.9,
2023-10-12 00:00:00,24.7,18.9,31,0,,,7.1,,1005.6,
2023-10-13 00:00:00,27.3,21,34,15.8,,,9,,1010,
2023-10-14 00:00:00,20.1,17,24,17.4,,,10.5,,1019.9,
2023-10-15 00:00:00,20.3,16.8,24,0,,,6.8,,1023.2,
2023-10-16 00:00:00,18.9,12.2,24,0,,,6.9,,1024.6,
2023-10-17 00:00:00,18.3,10,25,0,,,5.8,,1020.9,
2023-10-18 00:00:00,19.5,11.3,27,0,,,6.6,,1016.2,
2023-10-19 00:00:00,22.3,14,31,0,,,6.6,,1016.1,
2023-10-20 00:00:00,23.9,16.3,32,0,,,6.6,,1016.1,
2023-10-21 00:00:00,24.4,16.3,31,0,,,8.9,,1013.1,
2023-10-22 00:00:00,24.5,20.4,29,0,,,8.6,,1011.4,
2023-10-23 00:00:00,23.9,21,27,0.5,,,10.9,,1010.6,
2023-10-24 00:00:00,25.7,21.3,30,0,,,11.4,,1011,
2023-10-25 00:00:00,25.8,22.5,29,0.3,,,11.9,,1012.6,
2023-10-26 00:00:00,25.6,22.8,30.8,0.4,,,9.2,,1013.5,
2023-10-27 00:00:00,26,22.8,30,0.8,,,11.1,,1015.8,
2023-10-28 00:00:00,25.4,21,30,0.4,,,7.7,,1014.9,
2023-10-29 00:00:00,24.2,17,29,1,,,13.9,,1013.2,
2023-10-30 00:00:00,10.6,7,21.8,4.1,,,22,,1024.1,
2023-10-31 00:00:00,9.3,6,13.7,0.8,,,14.9,,1029.1,
2023-11-01 00:00:00,12.7,6.4,18,0,,,8.7,,1029,
2023-11-02 00:00:00,13.8,4.5,20,0,,,8.3,,1024.6,
2023-11-03 00:00:00,18.1,10.4,25,0,,,7,,1022.5,
2023-11-04 00:00:00,19.6,11.5,26,0,,,7.9,,1020.6,
2023-11-05 00:00:00,20.5,13,27,0,,,6.9,,1019.5,
2023-11-06 00:00:00,21.2,13.5,28,0,,,7.2,,1017.1,
2023-11-07 00:00:00,23.3,15,30,0,,,7.2,,1014.9,
2023-11-08 00:00:00,23.5,14.9,31,0,,,9,,1013,
2023-11-09 00:00:00,23.8,17.8,30,3.2,,,8.6,,1013.2,
2023-11-10 00:00:00,16.3,13,21.1,15.5,,,11,,1018.2,
2023-11-11 00:00:00,14.6,13,16,12,,,7.6,,1021.6,
2023-11-12 00:00:00,14.1,13.7,14.9,48.9,,,8.2,,1023.6,
2023-11-13 00:00:00,15.7,13.1,18,2.7,,,11.9,,1024.1,
2023-11-14 00:00:00,16.7,13.7,19,0.8,,,6.8,,1023.6,
2023-11-15 00:00:00,17.1,13.5,20,0,,,4.1,,1021.7,
2023-11-16 00:00:00,18.4,13.8,24,0,,,4.9,,1018.3,
2023-11-17 00:00:00,20.9,13,31,0,,,6.1,,1015.1,
2023-11-18 00:00:00,20.6,15.5,27,0,,,7.9,,1017,
2023-11-19 00:00:00,19.8,17,24,0,,,7.4,,1011.3,
2023-11-20 00:00:00,21.8,16.8,29,0,,,15.2,,1009.1,
2023-11-21 00:00:00,15.9,13.4,18,0,,,15.9,,1024.3,
2023-11-22 00:00:00,12,9,16,3.5,,,7.2,,1025.4,
2023-11-23 00:00:00,12.3,8,19,6.5,,,5.5,,1018.8,
2023-11-24 00:00:00,14.4,7.4,21,0,,,6.9,,1018.2,
2023-11-25 00:00:00,16.6,11.4,20,0,,,5.6,,1016.1,
2023-11-26 00:00:00,15.9,13,19,1.6,,,12.4,,1019.4,
2023-11-27 00:00:00,10.2,8,13.2,3.9,,,7.6,,1026.2,
2023-11-28 00:00:00,10,8,12,0,,,7.2,,1027.6,
2023-11-29 00:00:00,11.2,9.1,13,0,,,7.2,,1019.8,
2023-11-30 00:00:00,17.3,12.5,25,0,,,10,,1009.2,
2023-12-01 00:00:00,16.7,12.4,22,0,,,8.8,,1011.7,
2023-12-02 00:00:00,17.9,14,25,0,,,7.9,,1015.3,
2023-12-03 00:00:00,16.5,13,21,0,,,6,,1019.8,
2023-12-04 00:00:00,16.8,10.4,25,0,,,6.8,,1020.7,
2023-12-05 00:00:00,16.8,11.3,22,0,,,5.7,,1023.6,
2023-12-06 00:00:00,15.5,12.2,17,3,,,7,,1026.4,
2023-12-07 00:00:00,16.6,15,18,2.1,,,7.1,,1018.8,
2023-12-08 00:00:00,20.5,12.8,30,0,,,10.2,,1012.3,
2023-12-09 00:00:00,21.4,13.1,33,0,,,15.2,,1015.7,
2023-12-10 00:00:00,13.2,8,19,0,,,13.3,,1027.6,
2023-12-11 00:00:00,10.2,5,16,0,,,8,,1022.4,
2023-12-12 00:00:00,12.4,8.9,16,0.1,,,8,,1023.1,
2023-12-13 00:00:00,15.3,13.2,17,3.6,,,8.6,,1023.1,
2023-12-14 00:00:00,17.1,15.3,18,8.1,,,9.4,,1023.1,
2023-12-15 00:00:00,17.9,15.5,21,1.8,,,6.1,,1020.9,
2023-12-16 00:00:00,16.8,11,22,0,,,13.7,,1023.7,
2023-12-17 00:00:00,14,4.7,23,0,,,6.4,,1021.2,
2023-12-18 00:00:00,14.5,8.3,22,0,,,8.1,,1022.4,
2023-12-19 00:00:00,14,7.8,19,0,,,7.3,,1021.4,
2023-12-20 00:00:00,14.2,10,18,0,,,6.9,,1019.9,
2023-12-21 00:00:00,16.1,11.6,21,0,,,7,,1020.9,
2023-12-22 00:00:00,17,13.4,21,0.1,,,6,,1020.8,
2023-12-23 00:00:00,16.8,15.7,19,1.7,,,9.2,,1015.6,
2023-12-24 00:00:00,19.5,13.6,28,0,,,12.1,,1012,
2023-12-25 00:00:00,14.5,11.5,17,0,,,5.9,,1018,
2023-12-26 00:00:00,11.9,8.2,15,0,,,5.7,,1017.2,
2023-12-27 00:00:00,14.1,7.2,22,0,,,7.1,,1018.1,
2023-12-28 00:00:00,12.8,7.9,18,0,,,7.4,,1021.2,
2023-12-29 00:00:00,12,6,19,0,,,6.2,,1025.1,
2023-12-30 00:00:00,12.4,2.2,21,0,,,8.3,,1023.6,
2023-12-31 00:00:00,14.6,6,24,0,,,8.4,,1018.7,
2024-01-01 00:00:00,15.5,9.2,23,0,,,9,,1021.5,
2024-01-02 00:00:00,14.2,11,18,4.5,,,7.9,,1018.5,
2024-01-03 00:00:00,14.5,10.7,21,0,,,8.9,,1020.1,
2024-01-04 00:00:00,10.2,9,12,0.5,,,8.2,,1015.9,
2024-01-05 00:00:00,14.9,9,22,0,,,9.5,,1013,
2024-01-06 00:00:00,13.8,6.5,21,0,,,6.6,,1014.7,
2024-01-07 00:00:00,14.2,8.7,18,0.2,,,10.5,,1015.6,
2024-01-08 00:00:00,18.4,12,30,0,,,17.6,,1004.6,
2024-01-09 00:00:00,12.4,5.1,19,0,,,11.4,,1016.6,
2024-01-10 00:00:00,11.9,4,22,0,,,7.6,,1011.8,
2024-01-11 00:00:00,18.5,7.4,30,0,,,12.4,,1006.9,
2024-01-12 00:00:00,15.5,10.5,21,0,,,14.2,,1013.3,
2024-01-13 00:00:00,11.9,5,19,0,,,8.9,,1017,
2024-01-14 00:00:00,14.3,6,23,0,,,9,,1015.4,
2024-01-15 00:00:00,8.5,4,13,0,,,11.6,,1017.1,
2024-01-16 00:00:00,2.1,-3,7.8,0,,,14.9,,1026.9,
2024-01-17 00:00:00,3.1,-3,8,0,,,9.7,,1023.3,
2024-01-18 00:00:00,14.6,2.7,31,0,,,8.8,,1016.5,
2024-01-19 00:00:00,14.6,9.8,20,0,,,12.4,,1023.3,
2024-01-20 00:00:00,6.9,4,10,0,,,10.4,,1028.4,
2024-01-21 00:00:00,6.6,4,8,1,,,9.9,,1023.1,
2024-01-22 00:00:00,14.7,8.3,22,0.7,,,10.5,,1015.5,
2024-01-23 00:00:00,17.6,13,23,1,,,10.5,,1013,
2024-01-24 00:00:00,17.7,16.4,21,0,,,10,,1014.5,
2024-01-25 00:00:00,17.6,13,24,0,,,9.4,,1017.7,
2024-01-26 00:00:00,19.9,14.7,27,0,,,6.9,,1014.8,
2024-01-27 00:00:00,17.6,11,22,0,,,13.2,,1024.1,
2024-01-28 00:00:00,14.2,7,21,0,,,6.9,,1029.4,
2024-01-29 00:00:00,13.9,6.4,21,0,,,7.2,,1026.8,
2024-01-30 00:00:00,15.5,10.4,22,0,,,7.4,,1023.3,
2024-01-31 00:00:00,16.2,9.1,22,0,,,8.6,,1022.1,
2024-02-01 00:00:00,18.6,13.5,25,0.2,,,9,,1017.1,
2024-02-02 00:00:00,21.7,12,31,0.5,,,12.8,,1007.5,
2024-02-03 00:00:00,21.8,15.2,30,0.1,,,18.7,,1004.7,
2024-02-04 00:00:00,18.2,8,28,0,,,21,,1010.3,
2024-02-05 00:00:00,17.1,9.3,25,0,,,16.8,,1019.1,
2024-02-06 00:00:00,14.8,5.5,23,0,,,9.4,,1020.3,
2024-02-07 00:00:00,15.7,8.7,24,0,,,14,,1013.1,
2024-02-08 00:00:00,19.7,12.1,28,0,,,10.6,,1013.7,
2024-02-09 00:00:00,20.5,13,28,0,,,8.7,,1012.6,
2024-02-10 00:00:00,21,16.8,26,1,,,8.7,,1009.5,
2024-02-11 00:00:00,19.8,14,25,0,,,14.3,,1008.5,
2024-02-12 00:00:00,14.1,8,21,0,,,12.8,,1020.1,
2024-02-13 00:00:00,13.8,7.2,20,0,,,11.1,,1020.4,
2024-02-14 00:00:00,15.9,11.9,19,0,,,8.1,,1018.5,
2024-02-15 00:00:00,16,14,18,4.9,,,7.5,,1020.6,
2024-02-16 00:00:00,16.1,13.8,19,11.3,,,8.5,,1016.5,
2024-02-17 00:00:00,11.2,8,15.1,12.7,,,12,,1020.3,
2024-02-18 00:00:00,8.7,6,11.8,0,,,8.4,,1024.1,
2024-02-19 00:00:00,13.9,5,24,0,,,8.4,,1021.4,
2024-02-20 00:00:00,19.5,9.2,29,0,,,10.6,,1022.4,
2024-02-21 00:00:00,20.9,12,31,0,,,11,,1017.7,
2024-02-22 00:00:00,24.3,14,36,0,,,12.9,,1012.1,
2024-02-23 00:00:00,20.1,15.2,25,0,,,11.1,,1017.7,
2024-02-24 00:00:00,18.8,12,26,0,,,10.9,,1020.8,
2024-02-25 00:00:00,21.8,12,32,0,,,9.6,,1017.8,
2024-02-26 00:00:00,24.7,14,34,0,,,9.6,,1014,
2024-02-27 00:00:00,27.7,17,39,0,,,15.3,,1008.8,
2024-02-28 00:00:00,22.8,10,33,0,,,19.6,,1015.8,
2024-02-29 00:00:00,14.2,12,18.5,0,,,9.3,,1021.5,
2024-03-01 00:00:00,17.1,8,27,0,,,7.9,,1019,
2024-03-02 00:00:00,21,11,30,0,,,11.2,,1015.8,
2024-03-03 00:00:00,22.6,16,31,0,,,10.5,,1010.8,
2024-03-04 00:00:00,23.4,19.2,29.1,0.2,,,8.4,,1010.7,
2024-03-05 00:00:00,24.8,17,34,0,,,10.8,,1012.1,
2024-03-06 00:00:00,23.5,17.5,30,0,,,12.4,,1010,
2024-03-07 00:00:00,25.2,20.8,31.9,0.1,,,11.5,,1005.2,
2024-03-08 00:00:00,23.8,17.6,30.5,0,,,13.6,,1007.5,
2024-03-09 00:00:00,17.1,12.7,21.3,0,,,13.9,,1018.4,
2024-03-10 00:00:00,15.5,11.5,21.1,0,,,10.9,,1022.4,
2024-03-11 00:00:00,18.6,11.4,24.3,0,,,10.6,,1019.4,
2024-03-12 00:00:00,22.2,16.9,29,0.9,,,11.4,,1015.4,
2024-03-13 00:00:00,26.1,16.8,36,0,,,12.8,,1009.7,
2024-03-14 00:00:00,25.3,18,34,0,,,12.3,,1006.9,
2024-03-15 00:00:00,26.8,21.5,35,0,,,12.3,,1009.4,
2024-03-16 00:00:00,22.6,19,28,7.6,,,9.8,,1011.9,
2024-03-17 00:00:00,22.2,19,28,1.2,,,14.6,,1011.4,
2024-03-18 00:00:00,16,12,22,11.7,,,14.9,,1020.6,
2024-03-19 00:00:00,13.2,12,14.6,0.2,,,8.9,,1022.1,
2024-03-20 00:00:00,17.5,13,22.7,0,,,9.4,,1015.3,
2024-03-21 00:00:00,21.1,13,28,0,,,10.9,,1012.2,
2024-03-22 00:00:00,24.7,16,33,0,,,11.9,,1013.6,
2024-03-23 00:00:00,20.7,14.7,29.1,0,,,13.7,,1015.8,
2024-03-24 00:00:00,22.6,16,29,0.2,,,13.5,,1003.4,
2024-03-25 00:00:00,25.2,17,34,0,,,19.3,,1000.8,
2024-03-26 00:00:00,20.3,12,27,0,,,12,,1011.5,
2024-03-27 00:00:00,19.9,14,27,0.1,,,10.2,,1017.2,
2024-03-28 00:00:00,20.8,13.7,28,0,,,14.2,,1020.7,
2024-03-29 00:00:00,21.4,13,29,0,,,15.3,,1014.4,
2024-03-30 00:00:00,24.2,16,33,0,,,14,,1012,
2024-03-31 00:00:00,27.1,19.9,35,0,,,13.3,,1010.1,
2024-04-01 00:00:00,27,20,35,0,,,13.2,,1006.2,
2024-04-02 00:00:00,24.6,20,28,0,,,17.9,,1012,
2024-04-03 00:00:00,21,14.8,27,0,,,9.4,,1017.9,
2024-04-04 00:00:00,20.8,10.4,29,0,,,9.8,,1016.2,
2024-04-05 00:00:00,21.7,13.7,31,0,,,15.7,,1014.5,
2024-04-06 00:00:00,25.6,16,36,0,,,11.5,,1010.8,
2024-04-07 00:00:00,25.5,19,32,0,,,15.9,,1011.4,
2024-04-08 00:00:00,24.4,19.8,29,0,,,9.5,,1008.8,
2024-04-09 00:00:00,29,22,37,0,,,13,,1003,
2024-04-10 00:00:00,25.8,18.8,33,0,,,22,,1011.8,
2024-04-11 00:00:00,22.6,14.1,31,0,,,11.5,,1019.4,
2024-04-12 00:00:00,22.4,16,30,0,,,16.5,,1021.4,
2024-04-13 00:00:00,23.3,17,30.4,0,,,15.2,,1019.2,
2024-04-14 00:00:00,26,17,34,0,,,11.6,,1014.4,
2024-04-15 00:00:00,26.4,21,34,0,,,13.6,,1009.4,
2024-04-16 00:00:00,28.1,23,33,0,,,13.7,,1009.5,
2024-04-17 00:00:00,27.5,24,34.5,1.1,,,10.7,,1011.8,
2024-04-18 00:00:00,27.2,23,33,0.5,,,11.6,,1012.6,
2024-04-19 00:00:00,26.5,21,33,0.8,,,11.8,,1012.9,
2024-04-20 00:00:00,25.6,21,31,0.5,,,13.5,,1013,
2024-04-21 00:00:00,18.1,14,25.6,4.2,,,14.6,,1021.2,
2024-04-22 00:00:00,15.4,14,17.5,0.2,,,9.9,,1021.7,
2024-04-23 00:00:00,20.1,16,24,0,,,10.4,,1016.8,
2024-04-24 00:00:00,25.1,21,30,1.3,,,14.6,,1015.8,
2024-04-25 00:00:00,26.2,21,32,1.1,,,13.3,,1011.9,
2024-04-26 00:00:00,27.8,22,34,0,,,13.8,,1006.9,
2024-04-27 00:00:00,28.6,23,36,0,,,13.8,,1006.2,
2024-04-28 00:00:00,28.5,22,35,0,,,15,,1007.7,
2024-04-29 00:00:00,27.8,22,34,0.7,,,12.4,,1010.2,
2024-04-30 00:00:00,27.7,23,33,0.6,,,13.4,,1010.8,
2024-05-01 00:00:00,27.6,23,33,0.7,,,14.1,,1006.9,
2024-05-02 00:00:00,30.7,25,41,0,,,12.2,,1005.8,
2024-05-03 00:00:00,29,24.9,34,1.3,,,15.2,,1007.7,
2024-05-04 00:00:00,26.8,23,31,1.9,,,13.6,,1009,
2024-05-05 00:00:00,28.9,24,34,0,,,13.7,,1008.7,
2024-05-06 00:00:00,29.6,24.9,36,0,,,13,,1007.6,
2024-05-07 00:00:00,31.6,24.6,40,0,,,12.8,,1005.6,
2024-05-08 00:00:00,32.6,25,44,0,,,14.5,,1003.3,
2024-05-09 00:00:00,34.1,24,44,0,,,12.9,,1005.2,
2024-05-10 00:00:00,30.1,25.5,35,0.2,,,14.6,,1010.1,
2024-05-11 00:00:00,27,24,30,7.6,,,11,,1011.1,
2024-05-12 00:00:00,28.7,23,33,0,,,9,,1007.3,
2024-05-13 00:00:00,31.5,25,42,0,,,15.2,,1006.7,
2024-05-14 00:00:00,29.3,22,37,0,,,14.6,,1010.3,
2024-05-15 00:00:00,28.7,24,35,0.2,,,14.9,,1008.1,
2024-05-16 00:00:00,32.2,25.9,41,0,,,12.5,,1004.2,
2024-05-17 00:00:00,26.2,21,30,0.1,,,14.6,,1008.6,
2024-05-18 00:00:00,30.3,23.5,38,0,,,10.3,,1012,
2024-05-19 00:00:00,31.2,24.7,39,0,,,12.5,,1012.4,
2024-05-20 00:00:00,31.2,25,39,0,,,13.9,,1009.5,
2024-05-21 00:00:00,31.4,25,39,0,,,14.6,,1007.7,
2024-05-22 00:00:00,32.7,27,41,0.3,,,14.1,,1007.7,
2024-05-23 00:00:00,32.7,26.8,40,0.5,,,13.6,,1007,
2024-05-24 00:00:00,34.2,25.2,45,0,,,13.1,,1006.6,
2024-05-25 00:00:00,33.2,26.5,41,0.1,,,14.9,,1006.5,
2024-05-26 00:00:00,33.2,26.5,42,0,,,11.7,,1007.1,
2024-05-27 00:00:00,31,26.8,38.1,14.1,,,11.3,,1011.4,
2024-05-28 00:00:00,30.7,20,39,13.5,,,14.7,,1013.1,
2024-05-29 00:00:00,28.6,21,36.4,0.1,,,14.1,,1014.5,
2024-05-30 00:00:00,29.9,25,35.7,0,,,12.9,,1011,
2024-05-31 00:00:00,28.8,25,34,0,,,11.6,,1010.7,
2024-06-01 00:00:00,30,26,35,0.2,,,12.4,,1011.5,
2024-06-02 00:00:00,30.2,25.7,36.1,0,,,12.3,,1009.7,
2024-06-03 00:00:00,30.6,25,38,0,,,11.3,,1007.1,
2024-06-04 00:00:00,30.9,25,36,0,,,16,,1005.3,
2024-06-05 00:00:00,32.3,22,43,0.4,,,12.2,,1006.5,
2024-06-06 00:00:00,28.8,23,35,3.1,,,9.4,,1010.8,
2024-06-07 00:00:00,29.4,23,34,1.6,,,12.3,,1012.9,
2024-06-08 00:00:00,29,24.5,33,0.1,,,10.7,,1012.2,
2024-06-09 00:00:00,29.1,24.2,36,4.5,,,11.8,,1010.5,
2024-06-10 00:00:00,29.5,24.3,35,1.1,,,9.2,,1010.7,
2024-06-11 00:00:00,31.3,24.1,39,0,,,10.8,,1011,
2024-06-12 00:00:00,31.3,24,37,0,,,10,,1012.3,
2024-06-13 00:00:00,31.1,25,38,0,,,11.5,,1012.7,
2024-06-14 00:00:00,30.6,24.1,37,0,,,12.8,,1012.7,
2024-06-15 00:00:00,30.5,24.2,37,0,,,13.4,,1011.7,
2024-06-16 00:00:00,30.2,23.6,38,0,,,12.8,,1009.5,
2024-06-17 00:00:00,30,23.5,37,0,,,15.4,,1007.9,
2024-06-18 00:00:00,29.6,24.8,36,0.5,,,13,,1008.5,
2024-06-19 00:00:00,25.3,23,31,53.9,,,14.7,,1010.2,
2024-06-20 00:00:00,24.3,22.8,26.8,114.1,,,15.5,,1011.8,
2024-06-21 00:00:00,24.4,22,28,33.1,,,12.8,,1017.1,
2024-06-22 00:00:00,23.6,22,26,19.3,,,7,,1017.6,
2024-06-23 00:00:00,24.1,22.1,28,18,,,8.4,,1015.4,
2024-06-24 00:00:00,26.3,23,31.1,5.5,,,8.4,,1013.3,
2024-06-25 00:00:00,28,23.6,32,0,,,11.4,,1013.5,
2024-06-26 00:00:00,28.6,25,33,0,,,12.3,,1012.5,
