date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2024-06-27 00:00:00,28.7,24.2,33,0.6,,,8.8,,1011.6,
2024-06-28 00:00:00,28.2,24,34,0,,,11.6,,1009.8,
2024-06-29 00:00:00,28.8,24.2,34,0.1,,,17,,1013.7,
2024-06-30 00:00:00,25.1,23,27,11.9,,,10.1,,1019.1,
2024-07-01 00:00:00,25.6,22,30,2.6,,,9.7,,1018.2,
2024-07-02 00:00:00,27.2,22.4,32.6,0,,,13,,1014.7,
2024-07-03 00:00:00,27.7,24,33,0,,,13.7,,1014.3,
2024-07-04 00:00:00,27.5,23.3,32,0,,,11.9,,1013.3,
2024-07-05 00:00:00,27.7,23.3,31,0.8,,,11.3,,1013.2,
2024-07-06 00:00:00,28.4,22.2,33,0,,,9.5,,1014.2,
2024-07-07 00:00:00,28.1,22,34,0,,,8,,1011.3,
2024-07-08 00:00:00,29.3,22.6,36.5,1.8,,,10.9,,1010.7,
2024-07-09 00:00:00,29.1,23.8,34.9,2.2,,,11.3,,1014,
2024-07-10 00:00:00,25.9,21,31.9,1.5,,,8.8,,1016.2,
2024-07-11 00:00:00,25.8,23,31,4.2,,,8.1,,1016.9,
2024-07-12 00:00:00,25.1,23,28,0.4,,,9.5,,1018.3,
2024-07-13 00:00:00,27,22.6,31,0.4,,,12.8,,1020.1,
2024-07-14 00:00:00,27.2,22.8,32,0.3,,,10.4,,1019.8,
2024-07-15 00:00:00,27.1,22.7,32,0.1,,,8.2,,1017,
2024-07-16 00:00:00,27.2,22.8,32,0,,,8.9,,1015.1,
2024-07-17 00:00:00,26.8,24.6,30,0.3,,,7.3,,1015.9,
2024-07-18 00:00:00,26,22,30,2.2,,,9.7,,1017.4,
2024-07-19 00:00:00,27.8,23,33,0.2,,,7.7,,1017.1,
2024-07-20 00:00:00,27.8,22.8,33,0,,,10,,1016.7,
2024-07-21 00:00:00,27.4,23.1,32,0.2,,,9.4,,1015.4,
2024-07-22 00:00:00,26.7,23,32,0,,,10.6,,1014.7,
2024-07-23 00:00:00,26.7,23,32,0.4,,,7,,1016.1,
2024-07-24 00:00:00,25.3,22,30,14.2,,,9.7,,1018.9,
2024-07-25 00:00:00,24.4,22.8,28,10.9,,,7.4,,1019.5,
2024-07-26 00:00:00,24.2,22,27,0.4,,,7.2,,1016.5,
2024-07-27 00:00:00,26.3,21.9,31,0.1,,,9.5,,1014.1,
2024-07-28 00:00:00,26.6,23.1,32,1,,,8.6,,1014.9,
2024-07-29 00:00:00,27.8,24,32,1,,,11.9,,1015.5,
2024-07-30 00:00:00,27.9,23,35,0,,,12.2,,1014.6,
2024-07-31 00:00:00,28,23.7,33,0,,,12.9,,1015.3,
2024-08-01 00:00:00,27.5,23.1,33,0,,,10.8,,1018.5,
2024-08-02 00:00:00,28.1,23.2,33,0,,,8.7,,1019.2,
2024-08-03 00:00:00,28.7,22.8,34,0,,,9.1,,1016.2,
2024-08-04 00:00:00,28.9,22.3,34,0,,,11.5,,1014.1,
2024-08-05 00:00:00,28.4,24,33,0,,,9.6,,1016.2,
2024-08-06 00:00:00,29,23.4,34,0,,,7.8,,1017.1,
2024-08-07 00:00:00,30.2,23.5,36,0,,,7.8,,1013.7,
2024-08-08 00:00:00,30.3,22,37,0,,,8.6,,1010.8,
2024-08-09 00:00:00,28.1,24,34,0.6,,,11.6,,1014.9,
2024-08-10 00:00:00,28.7,23.5,34,0,,,10.8,,1018.1,
2024-08-11 00:00:00,28.1,23,33,0,,,8.7,,1017.4,
2024-08-12 00:00:00,28.7,23,34,0,,,10.6,,1015.6,
2024-08-13 00:00:00,28.5,23,35,0,,,15,,1016,
2024-08-14 00:00:00,28.6,23.7,34,0,,,11.5,,1015.7,
2024-08-15 00:00:00,28.5,23.1,34,0,,,10.1,,1015,
2024-08-16 00:00:00,28.7,23.9,34,0,,,11,,1015.5,
2024-08-17 00:00:00,29,23.8,35,0.8,,,10.9,,1015.6,
2024-08-18 00:00:00,28.7,23.7,35,5.2,,,9.9,,1016,
2024-08-19 00:00:00,28.7,23.5,34,0,,,8.5,,1017,
2024-08-20 00:00:00,29.7,23.5,36,0,,,9.7,,1017.7,
2024-08-21 00:00:00,30.5,23,38,0,,,9.6,,1017.2,
2024-08-22 00:00:00,30.4,22.5,37,0,,,11.7,,1016.2,
2024-08-23 00:00:00,30.1,23,37.2,0,,,10.7,,1016,
2024-08-24 00:00:00,28.8,22,35,0,,,11.2,,1017.4,
2024-08-25 00:00:00,28.5,22.2,34.4,0.5,,,12,,1016,
2024-08-26 00:00:00,28.2,22.5,36.4,0,,,10.4,,1016.3,
2024-08-27 00:00:00,28,22.2,36.3,,,,10.6,,1015.4,
2024-08-28 00:00:00,28.8,23.1,34.8,,,,10.2,,1014.1,
2024-08-29 00:00:00,29.5,24.1,36,,,,11.3,,1013.2,
2024-08-30 00:00:00,29.2,23,35.5,,,,10.1,,1013.8,
2024-08-31 00:00:00,28.8,24.5,34.6,,,,11.4,,1013.4,
2024-09-01 00:00:00,28.2,23,34,,,,13,,1012.5,
2024-09-02 00:00:00,28.2,23.3,34.3,,,,12.8,,1012.4,
2024-09-03 00:00:00,27.3,23,34.5,,,,10.5,,1013.4,
2024-09-04 00:00:00,25.8,23.4,30,8.7,,,10,,1015.7,
2024-09-05 00:00:00,24.4,22.6,28,8.6,,,9.6,,1017.3,
2024-09-06 00:00:00,26.3,21.8,31,3.1,,,11.1,,1016.8,
2024-09-07 00:00:00,26,22,31,1.1,,,11.3,,1016.8,
2024-09-08 00:00:00,24.5,19.5,29,0,,,11.8,,1017.3,
2024-09-09 00:00:00,23.8,17,28,0,,,10.4,,1017.2,
2024-09-10 00:00:00,25.4,18.8,31,0,,,11,,1013.7,
2024-09-11 00:00:00,26.6,20.5,32,0,,,7.1,,1011.2,
2024-09-12 00:00:00,27.4,22,33,0.7,,,7.5,,1010.3,
2024-09-13 00:00:00,28.3,23.8,33.2,0.2,,,9,,1011.8,
2024-09-14 00:00:00,27.7,24.3,33,7.3,,,9.8,,1012.2,
2024-09-15 00:00:00,24.8,22,27,13.5,,,8.1,,1013.2,
2024-09-16 00:00:00,25.5,23,29,5.1,,,7.6,,1013.8,
2024-09-17 00:00:00,26.2,23.3,31,0.5,,,7.6,,1013.4,
2024-09-18 00:00:00,26.6,23.9,30,0.1,,,8.3,,1011.7,
2024-09-19 00:00:00,27.7,25,32,0.7,,,8.7,,1011.8,
2024-09-20 00:00:00,27.9,24.5,32,0.4,,,10.4,,1012.1,
2024-09-21 00:00:00,27.2,24.3,31,0.7,,,9.2,,1012,
2024-09-22 00:00:00,27,24,31,0.8,,,10.8,,1011.3,
2024-09-23 00:00:00,26.8,22.5,31,0.1,,,9.6,,1012.6,
2024-09-24 00:00:00,27.2,22,32,0,,,6.7,,1012.6,
2024-09-25 00:00:00,27.3,22,33,2.6,,,7.6,,1012.3,
2024-09-26 00:00:00,25.5,22,30,0,,,11.2,,1013.3,
2024-09-27 00:00:00,23.6,17.1,29,0,,,5.6,,1013.1,
2024-09-28 00:00:00,25,18,32,0,,,7.6,,1014.8,
2024-09-29 00:00:00,25.6,18.2,33,0,,,8,,1015,
2024-09-30 00:00:00,26.1,18.7,33,0,,,8.2,,1014.8,
2024-10-01 00:00:00,25.5,19,31,0.1,,,7.2,,1018.1,
2024-10-02 00:00:00,24.8,19,30,0,,,7.4,,1016.7,
2024-10-03 00:00:00,24.9,17.7,31,0,,,7.5,,1014.5,
2024-10-04 00:00:00,25.2,18.2,31,0,,,11.1,,1017.1,
2024-10-05 00:00:00,21.6,19.8,23,11.7,,,10.1,,1018.1,
2024-10-06 00:00:00,25.5,20,31,0.1,,,8.2,,1017.4,
2024-10-07 00:00:00,22.5,19,27,0.1,,,7,,1017.6,
2024-10-08 00:00:00,23.5,17,30,0,,,7.5,,1016.7,
2024-10-09 00:00:00,24,15.7,31,0,,,8.8,,1017.8,
2024-10-10 00:00:00,22.8,15.7,30,0,,,8,,1019.8,
2024-10-11 00:00:00,23.1,14.1,31,0,,,7.4,,1021.5,
2024-10-12 00:00:00,22.3,14.3,30,0,,,7.5,,1021.5,
2024-10-13 00:00:00,23.1,14.9,31,0,,,9,,1020.6,
2024-10-14 00:00:00,23.3,13.2,32,0,,,9.8,,1020.7,
2024-10-15 00:00:00,22.4,13.7,31,0,,,6.7,,1017.8,
2024-10-16 00:00:00,22.2,13.4,29,17.6,,,11.7,,1020.2,
2024-10-17 00:00:00,20.4,18.5,23,10.6,,,12.7,,1020.5,
2024-10-18 00:00:00,20.6,19,23,3.4,,,10.4,,1020,
2024-10-19 00:00:00,21.9,19,25,3.2,,,9.9,,1022.7,
2024-10-20 00:00:00,22.1,18.9,26,4.5,,,8.9,,1024,
2024-10-21 00:00:00,22.4,21,25,3.7,,,8,,1021.4,
2024-10-22 00:00:00,23.3,19.8,27,0.2,,,8.3,,1020.3,
2024-10-23 00:00:00,23.6,19.6,29,0,,,7.1,,1020.6,
2024-10-24 00:00:00,22.7,17.9,28,0,,,7.9,,1017.7,
2024-10-25 00:00:00,22.7,15.8,29,0,,,7.5,,1019.7,
2024-10-26 00:00:00,23.3,16.6,29,0.2,,,8.6,,1023.9,
2024-10-27 00:00:00,23.3,16.7,30,0,,,8.3,,1022.7,
2024-10-28 00:00:00,21.8,15,29,0,,,8.6,,1018.5,
2024-10-29 00:00:00,23.3,18.2,29,0,,,11.7,,1014.5,
2024-10-30 00:00:00,24.3,19.8,32.8,0,,,8.1,,1014.1,
2024-10-31 00:00:00,24.5,19.2,31,1,,,8.4,,1015.1,
2024-11-01 00:00:00,24.8,20.9,30,5,,,10.2,,1015.5,
2024-11-02 00:00:00,25.2,21.3,30,0.8,,,13.1,,1013.5,
2024-11-03 00:00:00,25,21.1,30,0.3,,,9.8,,1007.7,
2024-11-04 00:00:00,25.9,19.1,33,0,,,10.8,,1005.3,
2024-11-05 00:00:00,22.1,17.4,27,0,,,10.7,,1012.5,
2024-11-06 00:00:00,20.1,11.2,28,0,,,8.4,,1012.4,
2024-11-07 00:00:00,22.9,14.9,29,0,,,10.7,,1013,
2024-11-08 00:00:00,24.9,21,30,4.8,,,10.7,,1012.5,
2024-11-09 00:00:00,20.3,17.9,23,0,,,7.7,,1015.9,
2024-11-10 00:00:00,21.6,17.1,25,0,,,5.9,,1016.9,
2024-11-11 00:00:00,22.3,16.4,28,0,,,7,,1017.2,
2024-11-12 00:00:00,22.3,18.8,27,0.3,,,8.5,,1014.1,
2024-11-13 00:00:00,25.1,18.9,32,0.3,,,9.7,,1015.7,
2024-11-14 00:00:00,21,16.3,25,0,,,8.8,,1020.2,
2024-11-15 00:00:00,19.6,14.7,23,0,,,9.1,,1016.1,
2024-11-16 00:00:00,20.4,17.3,24,0,,,10.5,,1011.7,
2024-11-17 00:00:00,22.1,19,27,0,,,10.2,,1008.1,
2024-11-18 00:00:00,24.1,18.1,30,0,,,12.1,,1005.6,
2024-11-19 00:00:00,21.2,11.7,29,0,,,6.8,,1012.8,
2024-11-20 00:00:00,18.1,9.9,25,0,,,10.1,,1024.5,
2024-11-21 00:00:00,15.5,5.8,23,0,,,5.9,,1025.3,
2024-11-22 00:00:00,16.7,8,25,0,,,6.9,,1022,
2024-11-23 00:00:00,18.1,9.4,26,0,,,7.6,,1018,
2024-11-24 00:00:00,19.4,12.1,27,0,,,8.2,,1015.2,
2024-11-25 00:00:00,21.6,12.7,30,0,,,8.4,,1017.6,
2024-11-26 00:00:00,16.2,13,20,0.2,,,8.6,,1021.7,
2024-11-27 00:00:00,19.6,11,31,0,,,7.7,,1013.4,
2024-11-28 00:00:00,17.2,12.6,21,0,,,16.7,,1016.8,
2024-11-29 00:00:00,13.7,12,15,0,,,8.7,,1024.7,
2024-11-30 00:00:00,13.5,6,20,0,,,6.1,,1023.2,
2024-12-01 00:00:00,15.8,8,23,0,,,6.2,,1022.5,
2024-12-02 00:00:00,14.8,12.3,17,22.5,,,9.6,,1025,
2024-12-03 00:00:00,13.3,12,15.4,3.9,,,10.8,,1027.6,
2024-12-04 00:00:00,14.8,12,19,0,,,6.2,,1021.8,
2024-12-05 00:00:00,16.2,11.5,21,0.8,,,8.1,,1022.4,
2024-12-06 00:00:00,13,10,15.3,5.5,,,9,,1024.5,
2024-12-07 00:00:00,12.6,8,15.8,4.8,,,8.4,,1022.4,
2024-12-08 00:00:00,15,11,18,0.4,,,8,,1017.5,
2024-12-09 00:00:00,20.1,14.7,27.6,,,,10.6,,1013.4,
2024-12-10 00:00:00,17.8,14.1,23.1,,,,12.3,,1017.5,
2024-12-11 00:00:00,11.9,6.5,18.3,,,,10.8,,1029.9,
2024-12-12 00:00:00,9.8,1.4,17.7,,,,10.2,,1024.9,
2024-12-13 00:00:00,15.2,9,22,,,,8.3,,1020.9,
2024-12-14 00:00:00,19,11,25,0,,,7.4,,1020.7,
2024-12-15 00:00:00,19.6,15.4,25.4,0.1,,,7.7,,1018.9,
2024-12-16 00:00:00,20.5,16.1,26,0.4,,,7.2,,1018.5,
2024-12-17 00:00:00,20.5,15.5,25,0.6,,,7.5,,1020.5,
2024-12-18 00:00:00,20.4,14.3,27,4.3,,,10.7,,1023.3,
2024-12-19 00:00:00,18,14.9,23,0,,,7.1,,1025.7,
2024-12-20 00:00:00,15.9,10.7,20,2.1,,,5.9,,1026.7,
2024-12-21 00:00:00,15.6,14.4,17,0.1,,,6,,1025.4,
2024-12-22 00:00:00,15.8,11.6,19,0.1,,,7.1,,1023,
2024-12-23 00:00:00,18.6,13.4,25,0,,,8.4,,1019.2,
2024-12-24 00:00:00,19,11.5,27,0,,,9.4,,1016.8,
2024-12-25 00:00:00,18.6,13.2,24,0,,,9.1,,1015,
2024-12-26 00:00:00,19.9,12.2,31,0,,,10,,1012.4,
2024-12-27 00:00:00,19.5,11.2,27,0,,,7.4,,1012.6,
2024-12-28 00:00:00,21.2,12.3,32,0,,,14.7,,1012.1,
2024-12-29 00:00:00,18.2,8.4,28,0,,,7.1,,1017.3,
2024-12-30 00:00:00,20.8,7.9,35,0,,,13.1,,1012.1,
2024-12-31 00:00:00,19.8,8.6,30,0,,,12.4,,1015.3,
2025-01-01 00:00:00,15.1,8.9,21,0,,,7.5,,1022.1,
2025-01-02 00:00:00,16.1,12,23,0.1,,,5.8,,1023.3,
2025-01-03 00:00:00,16.1,9,23,0,,,7.5,,1024.8,
2025-01-04 00:00:00,18.6,14.8,24,0.8,,,8.1,,1018.4,
2025-01-05 00:00:00,20.7,12,33,0,,,15.6,,1013.9,
2025-01-06 00:00:00,11.1,7,16,0,,,12.9,,1025.7,
2025-01-07 00:00:00,7,2,11,0,,,10.5,,1027.3,
2025-01-08 00:00:00,4.7,4,6.5,0,,,9.8,,1029.9,
2025-01-09 00:00:00,5.1,3,6.6,1.1,,,9.3,,1017.2,
2025-01-10 00:00:00,7.6,5,10,0.7,,,14.9,,1021.6,
2025-01-11 00:00:00,8.5,5.2,14,0.1,,,8.1,,1018.7,
2025-01-12 00:00:00,12.8,4,20,0,,,14.8,,1014.4,
2025-01-13 00:00:00,11.3,6.3,18,0,,,9.5,,1024.7,
2025-01-14 00:00:00,10.8,6.6,15,0,,,6.5,,1026.1,
2025-01-15 00:00:00,12.1,9.3,15,0,,,10.6,,1028,
2025-01-16 00:00:00,12.9,10,16,0,,,7,,1027.9,
2025-01-17 00:00:00,14.4,7,24,0,,,8.7,,1015.3,
2025-01-18 00:00:00,18.7,11.5,27,0,,,11.8,,1014.3,
2025-01-19 00:00:00,8.5,6,15,0,,,13.9,,1026.6,
2025-01-20 00:00:00,5.8,1.2,12,0,,,10.2,,1024.9,
2025-01-21 00:00:00,1.4,-2,3.6,0,,,16.7,,1035.6,
2025-01-22 00:00:00,5.5,-3,15,0,,,6.3,,1028.2,
2025-01-23 00:00:00,8.5,0,15,0,,,9.5,,1028.6,
2025-01-24 00:00:00,8.9,1,16,0,,,9.5,,1030.6,
2025-01-25 00:00:00,13,1.2,25,0,,,9,,1020.7,
2025-01-26 00:00:00,18.3,10,27,0,,,9.8,,1019.8,
2025-01-27 00:00:00,14.9,12,17,0.1,,,10,,1020.8,
2025-01-28 00:00:00,12.9,11,14.5,0,,,5.1,,1018,
2025-01-29 00:00:00,16.8,12.8,23,0,,,7.4,,1012.6,
2025-01-30 00:00:00,18.8,14.2,25,0,,,13.6,,1013.2,
2025-01-31 00:00:00,18.2,10.2,26,0,,,7.7,,1021.5,
2025-02-01 00:00:00,16.2,6.5,25,0,,,7.4,,1021.9,
2025-02-02 00:00:00,18.5,7.6,30,0,,,8,,1018.8,
2025-02-03 00:00:00,20.8,11,32,0,,,10.8,,1017,
2025-02-04 00:00:00,20.6,12.9,28,0.5,,,10.3,,1017.6,
2025-02-05 00:00:00,22.1,17.7,28,0.2,,,8.2,,1016,
2025-02-06 00:00:00,22.6,13.3,31,0,,,9,,1015.7,
2025-02-07 00:00:00,23.5,13.6,31,0,,,9.2,,1016.9,
2025-02-08 00:00:00,23.3,15.6,31,0,,,11.6,,1015.3,
2025-02-09 00:00:00,23,14.4,30,0,,,10.9,,1016.3,
2025-02-10 00:00:00,21.4,17.8,26,0.1,,,9.4,,1017.4,
2025-02-11 00:00:00,22.3,17.9,28,0,,,9.3,,1010,
2025-02-12 00:00:00,25.6,17,35,0,,,12.7,,1006,
2025-02-13 00:00:00,12.4,7,19.3,1.8,,,14.6,,1022.4,
2025-02-14 00:00:00,10.8,7,14,0,,,8.1,,1022.7,
2025-02-15 00:00:00,18.3,9.9,28,0,,,12.6,,1012,
2025-02-16 00:00:00,17.8,10,25,0,,,10.5,,1020.5,
2025-02-17 00:00:00,13.4,6.2,19,0,,,8.2,,1019.5,
2025-02-18 00:00:00,20.2,11,35,0,,,10.3,,1012.3,
2025-02-19 00:00:00,8.5,5,17.1,0,,,16.9,,1024.1,
2025-02-20 00:00:00,4.1,2,5.5,0,,,11.6,,1029,
2025-02-21 00:00:00,4.6,1.8,7,0,,,8.5,,1028.8,
2025-02-22 00:00:00,7.1,3,11,0,,,10,,1026.3,
2025-02-23 00:00:00,13.7,6,24,0,,,7.4,,1021.2,
2025-02-24 00:00:00,19,7.6,31,0,,,7.9,,1018.2,
2025-02-25 00:00:00,21,8.7,33,0,,,10.5,,1014,
2025-02-26 00:00:00,20.5,11,29,0,,,9.7,,1011.2,
2025-02-27 00:00:00,19.3,14.3,25,0.9,,,15,,1019.2,
2025-02-28 00:00:00,17.3,14.3,22,0.9,,,7.9,,1019.7,
2025-03-01 00:00:00,20.8,12,29,0,,,9,,1016.5,
2025-03-02 00:00:00,21,15,29,0,,,12.9,,1013.8,
2025-03-03 00:00:00,22.9,18.2,30,0,,,11.7,,1009.5,
2025-03-04 00:00:00,27,16.9,36,0,,,21.7,,1007.2,
2025-03-05 00:00:00,19.4,9.8,28,0,,,10.7,,1017.9,
2025-03-06 00:00:00,19.7,11.9,29,0,,,12.1,,1013.8,
2025-03-07 00:00:00,23.9,13,35,0,,,10.3,,1009.7,
2025-03-08 00:00:00,26.8,16.9,38,0,,,20.4,,1009.7,
2025-03-09 00:00:00,17.7,11.1,25,0,,,14.8,,1021,
2025-03-10 00:00:00,17.4,7.4,26,0,,,8.4,,1021,
2025-03-11 00:00:00,20,9,31,0,,,9.4,,1014,
2025-03-12 00:00:00,23.7,11.5,34.4,0,,,14,,1010.3,
2025-03-13 00:00:00,24,13.4,33.6,0,,,12.9,,1010,
2025-03-14 00:00:00,24.3,14.7,33.9,,,,19.3,,1003.5,
2025-03-15 00:00:00,22.2,14.7,30.2,,,,16.4,,1003.8,
2025-03-16 00:00:00,20.1,12.9,28.2,,,,12.6,,1016,
2025-03-17 00:00:00,19.1,9.7,26.8,,,,16.7,,1022.7,
2025-03-18 00:00:00,20.5,13.6,27.4,,,,21.7,,1017.7,
2025-03-19 00:00:00,22.9,18,29.7,,,,23.1,,1013.4,
2025-03-20 00:00:00,21.9,17.5,26.9,,,,21,,1015.9,
2025-03-21 00:00:00,19,8.3,26,,,,11,,1017.5,
2025-03-22 00:00:00,21.2,12.3,29,0,,,12.9,,1014.5,
2025-03-23 00:00:00,23.4,18.2,29,0,,,8.2,,1012.4,
2025-03-24 00:00:00,24.5,19.3,30,0.4,,,10,,1015.4,
2025-03-25 00:00:00,25,19,32,0,,,10.3,,1017.8,
2025-03-26 00:00:00,23.4,20,28,8.1,,,11.6,,1017.2,
2025-03-27 00:00:00,19.6,16,21.8,2.6,,,13.2,,1014.8,
2025-03-28 00:00:00,22.7,17,32,0,,,7.9,,1012.4,
2025-03-29 00:00:00,26.7,17,37,0,,,11.5,,1008.4,
2025-03-30 00:00:00,29.1,20,39,0,,,16.1,,1007.8,
2025-03-31 00:00:00,27.7,20,36,0.1,,,10.2,,1010.7,
2025-04-01 00:00:00,27.1,21.9,34,0.1,,,13.2,,1006.3,
2025-04-02 00:00:00,31.7,20,42,0,,,12,,1000.9,
2025-04-03 00:00:00,30.6,20,41,0,,,14.1,,1003.3,
2025-04-04 00:00:00,29.7,20,39,0,,,12,,1005.1,
2025-04-05 00:00:00,23,18,28,0,,,21,,1010.4,
2025-04-06 00:00:00,15.4,12,19,0,,,19.9,,1020.4,
2025-04-07 00:00:00,17,7.5,26,0,,,8.6,,1020.6,
2025-04-08 00:00:00,19.3,8.1,29,0,,,7.5,,1020.8,
2025-04-09 00:00:00,21.4,10.9,32,0,,,7.4,,1020.2,
2025-04-10 00:00:00,25.1,13.6,35,0,,,10.9,,1019.8,
2025-04-11 00:00:00,24.3,12.7,33,0,,,12.8,,1021.5,
2025-04-12 00:00:00,24.9,15,34,0,,,13.8,,1018.8,
2025-04-13 00:00:00,24.8,15,35,0,,,14,,1015.6,
2025-04-14 00:00:00,25.7,16,36,0,,,13,,1014.4,
2025-04-15 00:00:00,24,15.2,31,0,,,8.7,,1016.8,
2025-04-16 00:00:00,25.7,18.8,34,0.3,,,9.5,,1014.6,
2025-04-17 00:00:00,25.7,19,35,,,,8.5,,1010.1,
2025-04-18 00:00:00,27.1,19,35,,,,8.9,,1009.7,
2025-04-19 00:00:00,26.1,21.6,32,,,,10.7,,1010.4,
2025-04-20 00:00:00,24.8,21.7,29,,,,10.1,,1009.5,
2025-04-21 00:00:00,25.8,18,32,,,,7.9,,1010.5,
2025-04-22 00:00:00,25.6,22,32,0.8,,,13.5,,1012.2,
2025-04-23 00:00:00,25.6,22,30,0.1,,,11.1,,1011.6,
